record_id,provider_id,model_id,offering_id,api_model_id,model_name,region,service_tier,billing_mode,price_component,context_min_tokens,context_max_tokens,native_amount,currency,native_unit,normalized_usd_per_1m_tokens,observed_at,source_ids,notes
kapi:price-record:anthropic:claude-mythos-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-mythos-5,kapi:offering:anthropic:first-party-api:anthropic-claude-mythos-5,claude-mythos-5,Claude Mythos 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,cached_input_read,0,1000000,1.1,USD,per_1m_tokens,1.1,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-mythos-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-mythos-5,kapi:offering:anthropic:first-party-api:anthropic-claude-mythos-5,claude-mythos-5,Claude Mythos 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,input,0,1000000,11,USD,per_1m_tokens,11,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-mythos-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-mythos-5,kapi:offering:anthropic:first-party-api:anthropic-claude-mythos-5,claude-mythos-5,Claude Mythos 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,output,0,1000000,55,USD,per_1m_tokens,55,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-batch-50-percent-batch-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,batch_50_percent,batch,cache_write_1h,0,1000000,5,USD,per_1m_tokens,5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-batch-50-percent-batch-cache-write-5m-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,batch_50_percent,batch,cache_write_5m,0,1000000,3.125,USD,per_1m_tokens,3.125,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-batch-50-percent-batch-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,batch_50_percent,batch,cached_input_read,0,1000000,0.25,USD,per_1m_tokens,0.25,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-batch-50-percent-batch-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,batch_50_percent,batch,input,0,1000000,2.5,USD,per_1m_tokens,2.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-batch-50-percent-batch-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,batch_50_percent,batch,output,0,1000000,12.5,USD,per_1m_tokens,12.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-fast-direct-api-priority-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,fast_direct_api,priority,input,0,1000000,10,USD,per_1m_tokens,10,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23,Fast mode is limited to the direct Claude API and is not available with Message Batches. Current published Fast pricing is $10 input / $50 output per 1M tokens.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-fast-direct-api-priority-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,fast_direct_api,priority,output,0,1000000,50,USD,per_1m_tokens,50,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23,Fast mode is limited to the direct Claude API and is not available with Message Batches. Current published Fast pricing is $10 input / $50 output per 1M tokens.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-standard-on-demand-on-demand-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,standard_on_demand,on_demand,cache_write_1h,0,1000000,10,USD,per_1m_tokens,10,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-standard-on-demand-on-demand-cache-write-5m-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,standard_on_demand,on_demand,cache_write_5m,0,1000000,6.25,USD,per_1m_tokens,6.25,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-standard-on-demand-on-demand-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,standard_on_demand,on_demand,cached_input_read,0,1000000,0.5,USD,per_1m_tokens,0.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-standard-on-demand-on-demand-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,standard_on_demand,on_demand,input,0,1000000,5,USD,per_1m_tokens,5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-global-routing-supported-countries-standard-on-demand-on-demand-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,global_routing_supported_countries,standard_on_demand,on_demand,output,0,1000000,25,USD,per_1m_tokens,25,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-batch-50-percent-1-1x-us-batch-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,batch_50_percent_1_1x_us,batch,cache_write_1h,0,1000000,5.5,USD,per_1m_tokens,5.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-batch-50-percent-1-1x-us-batch-cache-write-5m-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,batch_50_percent_1_1x_us,batch,cache_write_5m,0,1000000,3.4375,USD,per_1m_tokens,3.4375,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-batch-50-percent-1-1x-us-batch-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,batch_50_percent_1_1x_us,batch,cached_input_read,0,1000000,0.275,USD,per_1m_tokens,0.275,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-batch-50-percent-1-1x-us-batch-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,batch_50_percent_1_1x_us,batch,input,0,1000000,2.75,USD,per_1m_tokens,2.75,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-batch-50-percent-1-1x-us-batch-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,batch_50_percent_1_1x_us,batch,output,0,1000000,13.75,USD,per_1m_tokens,13.75,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,cache_write_1h,0,1000000,11,USD,per_1m_tokens,11,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-cache-write-5m-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,cache_write_5m,0,1000000,6.875,USD,per_1m_tokens,6.875,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,cached_input_read,0,1000000,0.55,USD,per_1m_tokens,0.55,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,input,0,1000000,5.5,USD,per_1m_tokens,5.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-opus-5-us-only-inference-standard-on-demand-1-1x-us-on-demand-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-opus-5,kapi:offering:anthropic:first-party-api:anthropic-claude-opus-5,claude-opus-5,Claude Opus 5,us_only_inference,standard_on_demand_1_1x_us,on_demand,output,0,1000000,27.5,USD,per_1m_tokens,27.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-platform-tools-global-routing-supported-countries-code-execution-on-demand-tool-call-na-na,kng:provider:anthropic,kng:anthropic.claude-platform-tools,kapi:offering:anthropic:first-party-api:anthropic-claude-platform-tools,claude-platform-tools,Claude platform tools,global_routing_supported_countries,code_execution,on_demand,tool_call,,,0.05,USD,per_hour,,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23,"Standalone code execution has a 5-minute minimum; the first 1,550 organization hours each month are free, then $0.05 per container-hour. No separate compute charge when paired with web search or web fetch, excluding token charges."
kapi:price-record:anthropic:claude-platform-tools-global-routing-supported-countries-web-fetch-on-demand-tool-call-na-na,kng:provider:anthropic,kng:anthropic.claude-platform-tools,kapi:offering:anthropic:first-party-api:anthropic-claude-platform-tools,claude-platform-tools,Claude platform tools,global_routing_supported_countries,web_fetch,on_demand,tool_call,,,0,USD,per_call,,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23,"Web fetch has no per-call fee, but fetched content is billed as input tokens."
kapi:price-record:anthropic:claude-platform-tools-global-routing-supported-countries-web-search-on-demand-search-call-na-na,kng:provider:anthropic,kng:anthropic.claude-platform-tools,kapi:offering:anthropic:first-party-api:anthropic-claude-platform-tools,claude-platform-tools,Claude platform tools,global_routing_supported_countries,web_search,on_demand,search_call,,,0.01,USD,per_call,,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23,"Web search costs $10 per 1,000 searches; tokens used by search are billed separately."
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-batch-50-percent-batch-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,batch_50_percent,batch,cache_write_1h,0,1000000,2,USD,per_1m_tokens,2,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-batch-50-percent-batch-cache-write-5m-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,batch_50_percent,batch,cache_write_5m,0,1000000,1.25,USD,per_1m_tokens,1.25,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-batch-50-percent-batch-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,batch_50_percent,batch,cached_input_read,0,1000000,0.1,USD,per_1m_tokens,0.1,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-batch-50-percent-batch-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,batch_50_percent,batch,input,0,1000000,1,USD,per_1m_tokens,1,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-batch-50-percent-batch-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,batch_50_percent,batch,output,0,1000000,5,USD,per_1m_tokens,5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-standard-on-demand-on-demand-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,standard_on_demand,on_demand,cache_write_1h,0,1000000,4,USD,per_1m_tokens,4,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-standard-on-demand-on-demand-cache-write-5m-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,standard_on_demand,on_demand,cache_write_5m,0,1000000,2.5,USD,per_1m_tokens,2.5,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-standard-on-demand-on-demand-cached-input-read-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,standard_on_demand,on_demand,cached_input_read,0,1000000,0.2,USD,per_1m_tokens,0.2,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-standard-on-demand-on-demand-input-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,standard_on_demand,on_demand,input,0,1000000,2,USD,per_1m_tokens,2,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-global-routing-supported-countries-standard-on-demand-on-demand-output-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,global_routing_supported_countries,standard_on_demand,on_demand,output,0,1000000,10,USD,per_1m_tokens,10,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Global inference is the direct API default. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
kapi:price-record:anthropic:claude-sonnet-5-us-only-inference-batch-50-percent-1-1x-us-batch-cache-write-1h-0-1000000,kng:provider:anthropic,kng:anthropic.claude-sonnet-5,kapi:offering:anthropic:first-party-api:anthropic-claude-sonnet-5,claude-sonnet-5,Claude Sonnet 5,us_only_inference,batch_50_percent_1_1x_us,batch,cache_write_1h,0,1000000,2.2,USD,per_1m_tokens,2.2,2026-08-24T04:11:22.000Z,kapi:source:anthropic:pricing-2026-08-23|kapi:source:anthropic:models-2026-08-23|kapi:source:anthropic:caching-2026-08-23|kapi:source:anthropic:batch-2026-08-23,Claude 5 supports up to 1M input context at the same listed token rate. Direct API US-only inference uses the documented 1.1× multiplier. Claude 4.7+ uses a newer tokenizer that may produce about 30% more tokens for the same text; actual change is workload dependent.
